gene	subtype	type
gb|WP_148044415.1|ARO:3005486|IMP-81	beta_lactam__IMP-5	beta_lactam
gb|WP_064483990.1|ARO:3005335|OXA-496	beta_lactam__OXA-284	beta_lactam
gb|WP_086395021.1|ARO:3006121|OXA-941	beta_lactam__OXA-417	beta_lactam
gb|WP_078225401.1|ARO:3006122|OXA-942	beta_lactam__OXA-272	beta_lactam
gb|WP_063454569.1|ARO:3005729|OXA-498	beta_lactam__OXA-211	beta_lactam
gb|QHT72949.1|ARO:3005093|OXA-899	beta_lactam__OXA-22	beta_lactam
gb|WP_136512079.1|ARO:3005720|OXA-114u	beta_lactam__OXA-114a	beta_lactam
gb|WP_081401608.1|ARO:3005328|OXA-671	beta_lactam__OXA-286	beta_lactam
gb|WP_194293132.1|ARO:3006863|AAK-1	beta_lactam__SHV-39	beta_lactam
gb|WP_004790939.1|ARO:3006310|ADC-135	beta_lactam__ADC-13	beta_lactam
gb|WP_081666691.1|ARO:3006935|LHK-1	beta_lactam__Laribacter hongkongensis ampC beta-lactamase	beta_lactam
gb|WP_204376226.1|ARO:3006227|FRI-10	beta_lactam__FRI-3	beta_lactam
gb|WP_122630923.1|ARO:3005981|OXA-777	beta_lactam__OXA-273	beta_lactam
gb|WP_122630924.1|ARO:3005982|OXA-778	beta_lactam__OXA-417	beta_lactam
gb|WP_136512092.1|ARO:3006001|OXA-801	beta_lactam__OXA-270	beta_lactam
gb|WP_140423317.1|ARO:3005866|OXA-650	beta_lactam__OXA-211	beta_lactam
gb|WP_204376235.1|ARO:3006124|OXA-945	beta_lactam__OXA-253	beta_lactam
gb|WP_005307218.1|ARO:3006309|ADC-134	beta_lactam__ADC-15	beta_lactam
gb|WP_040068451.1|ARO:3006099|OXA-912	beta_lactam__OXA-12	beta_lactam
gb|WP_136512093.1|ARO:3006002|OXA-802	beta_lactam__OXA-270	beta_lactam
gb|WP_140423319.1|ARO:3006023|OXA-826	beta_lactam__OXA-417	beta_lactam
gb|WP_150823472.1|ARO:3006034|OXA-840	beta_lactam__OXA-417	beta_lactam
gb|WP_150823475.1|ARO:3006038|OXA-844	beta_lactam__OXA-359	beta_lactam
gb|WP_013197184.1|ARO:3006362|ADC-193	beta_lactam__ADC-15	beta_lactam
gb|WP_130173437.1|ARO:3006376|ADC-207	beta_lactam__ADC-15	beta_lactam
gb|WP_140423312.1|ARO:3005863|OXA-643	beta_lactam__OXA-211	beta_lactam
gb|WP_114699274.1|ARO:3005877|OXA-662	beta_lactam__OXA-373	beta_lactam
gb|WP_168370988.1|ARO:3005336|OXA-915	beta_lactam__OXA-282	beta_lactam
gb|WP_104531868.1|ARO:3006939|LHK-5	beta_lactam__Laribacter hongkongensis ampC beta-lactamase	beta_lactam
gb|WP_171476787.1|ARO:3006223|BKC-2	beta_lactam__BKC-1	beta_lactam
gb|WP_088303859.1|ARO:3005845|OXA-624	beta_lactam__OXA-447	beta_lactam
gb|WP_069280709.1|ARO:3006161|GES-32	beta_lactam__GES-5	beta_lactam
gb|WP_078795634.1|ARO:3005672|GOB-23	beta_lactam__GOB-11	beta_lactam
gb|WP_043155783.1|ARO:3006477|MOX-12	beta_lactam__MOX-7	beta_lactam
gb|WP_032489477.1|ARO:3006986|SFO-1	beta_lactam__FONA-6	beta_lactam
gb|WP_104531865.1|ARO:3006936|LHK-2	beta_lactam__Laribacter hongkongensis ampC beta-lactamase	beta_lactam
gb|WP_104531869.1|ARO:3006940|LHK-6	beta_lactam__Laribacter hongkongensis ampC beta-lactamase	beta_lactam
gb|WP_085562417.1|ARO:3005787|OXA-563	beta_lactam__OXA-273	beta_lactam
gb|WP_014206564.1|ARO:3005862|OXA-642	beta_lactam__OXA-417	beta_lactam
gb|WP_133973918.1|ARO:3006020|OXA-822	beta_lactam__OXA-359	beta_lactam
gb|WP_058951457.1|ARO:3005868|OXA-652	beta_lactam__OXA-281	beta_lactam
gb|WP_102607464.1|ARO:3005794|OXA-572	beta_lactam__OXA-443	beta_lactam
gb|WP_109545110.1|ARO:3005837|OXA-616	beta_lactam__OXA-447	beta_lactam
gb|WP_136512068.1|ARO:3002230|IMP-39	beta_lactam__IMP-8	beta_lactam
gb|WP_056517622.1|ARO:3005880|OXA-669	beta_lactam__OXA-274	beta_lactam
gb|WP_032644152.1|ARO:3006248|ACT-53	beta_lactam__ACT-6	beta_lactam
gb|WP_096807445.1|ARO:3006473|FOX-15	beta_lactam__FOX-2	beta_lactam
gb|WP_068981619.1|ARO:3006444|ADC-87	beta_lactam__ADC-79	beta_lactam
gb|WP_096807444.1|ARO:3006478|MOX-13	beta_lactam__MOX-7	beta_lactam
gb|WP_109545112.1|ARO:3005843|OXA-622	beta_lactam__OXA-447	beta_lactam
gb|WP_065081961.1|ARO:3005681|GOB-32	beta_lactam__GOB-11	beta_lactam
gb|WP_140423310.1|ARO:3006183|IMI-19	beta_lactam__IMI-4	beta_lactam
gb|WP_104531867.1|ARO:3006938|LHK-4	beta_lactam__Laribacter hongkongensis ampC beta-lactamase	beta_lactam
gb|ANZ90381.1|ARO:3004798|FRI-2	beta_lactam__FRI-3	beta_lactam
gb|WP_059345125.1|ARO:3005674|GOB-25	beta_lactam__GOB-11	beta_lactam
gb|WP_114999921.1|ARO:3005462|EBR-4	beta_lactam__EBR-1	beta_lactam
gb|WP_002121386.1|ARO:3005730|OXA-500	beta_lactam__OXA-417	beta_lactam
gb|WP_063864113.1|ARO:3005731|OXA-501	beta_lactam__OXA-417	beta_lactam
gb|WP_068981641.1|ARO:3005756|OXA-526	beta_lactam__OXA-417	beta_lactam
gb|WP_068611377.1|ARO:3005763|OXA-533	beta_lactam__OXA-417	beta_lactam
gb|WP_136512100.1|ARO:3006009|OXA-809	beta_lactam__OXA-103	beta_lactam
gb|WP_032057042.1|ARO:3006018|OXA-820	beta_lactam__OXA-417	beta_lactam
gb|WP_063864750.1|ARO:3006999|SST-1	beta_lactam__SRT-2	beta_lactam
gb|WP_076412384.1|ARO:3005715|OXA-114p	beta_lactam__OXA-114a	beta_lactam
gb|WP_111965422.1|ARO:3006253|ACT-58	beta_lactam__ACT-4	beta_lactam
gb|WP_081406929.1|ARO:3005882|OXA-674	beta_lactam__OXA-303	beta_lactam
gb|WP_109545084.1|ARO:3005855|OXA-634	beta_lactam__OXA-184	beta_lactam
gb|WP_104531866.1|ARO:3006937|LHK-3	beta_lactam__Laribacter hongkongensis ampC beta-lactamase	beta_lactam
gb|WP_135350920.1|ARO:3006170|GES-41	beta_lactam__GES-5	beta_lactam
gb|WP_094009816.1|ARO:3006180|IMI-16	beta_lactam__IMI-4	beta_lactam
gb|WP_109545116.1|ARO:3005842|OXA-621	beta_lactam__OXA-447	beta_lactam
gb|WP_188331873.1|ARO:3006198|KPC-73	beta_lactam__KPC-12	beta_lactam
gb|WP_194293135.1|ARO:3006201|KPC-76	beta_lactam__KPC-2	beta_lactam
gb|AMS25623.1|ARO:3005366|KPC-34	beta_lactam__KPC-2	beta_lactam
gb|WP_179284320.1|ARO:3006187|KPC-58	beta_lactam__KPC-2	beta_lactam
gb|WP_033642964.1|ARO:3006853|SRT-3	beta_lactam__SRT-2	beta_lactam
gb|WP_050861789.1|ARO:3006259|ACT-64	beta_lactam__ACT-28	beta_lactam
gb|WP_136512094.1|ARO:3006003|OXA-803	beta_lactam__OXA-417	beta_lactam
gb|WP_032053762.1|ARO:3006017|OXA-819	beta_lactam__OXA-270	beta_lactam
gb|WP_087088911.1|ARO:3006036|OXA-842	beta_lactam__OXA-270	beta_lactam
gb|WP_086398931.1|ARO:3006123|OXA-943	beta_lactam__OXA-417	beta_lactam
gb|WP_114699273.1|ARO:3005876|OXA-661	beta_lactam__OXA-266	beta_lactam
gb|WP_150823489.1|ARO:3006701|PDC-331	beta_lactam__PDC-3	beta_lactam
gb|WP_104009840.1|ARO:3006621|PDC-243	beta_lactam__PDC-5	beta_lactam
gb|WP_109545109.1|ARO:3005861|OXA-640	beta_lactam__OXA-446	beta_lactam
gb|WP_136512067.1|ARO:3006182|IMI-18	beta_lactam__IMI-4	beta_lactam
gb|BBJ65425.1|ARO:3005032|FRI-9	beta_lactam__FRI-2	beta_lactam
gb|WP_072139974.1|ARO:3006278|ACT-84	beta_lactam__ACT-16	beta_lactam
gb|WP_111967096.1|ARO:3006257|ACT-62	beta_lactam__MIR-23	beta_lactam
gb|WP_063859757.1|ARO:3003130|CMY-122	beta_lactam__CMY-13	beta_lactam
gb|WP_063860496.1|ARO:3006471|FOX-13	beta_lactam__FOX-5	beta_lactam
gb|WP_063099318.1|ARO:3006325|ADC-151	beta_lactam__ADC-22	beta_lactam
gb|WP_039098799.1|ARO:3006384|ADC-215	beta_lactam__ADC-77	beta_lactam
gb|WP_109545102.1|ARO:3005828|OXA-607	beta_lactam__OXA-451	beta_lactam
gb|WP_070233680.1|ARO:3005835|OXA-614	beta_lactam__OXA-447	beta_lactam
gb|WP_197749404.1|ARO:3006204|KPC-79	beta_lactam__KPC-2	beta_lactam
gb|WP_099982812.1|ARO:3005306|PDC-173	beta_lactam__PDC-1	beta_lactam
gb|WP_111672904.1|ARO:3005307|PDC-292	beta_lactam__PDC-10	beta_lactam
gb|WP_150823490.1|ARO:3006702|PDC-332	beta_lactam__PDC-5	beta_lactam
gb|WP_109545066.1|ARO:3006474|FOX-16	beta_lactam__FOX-5	beta_lactam
gb|WP_188331877.1|ARO:3006113|OXA-928	beta_lactam__OXA-10	beta_lactam
gb|WP_039902635.1|ARO:3005339|OXA-646	beta_lactam__OXA-285	beta_lactam
gb|WP_140423314.1|ARO:3005865|OXA-645	beta_lactam__OXA-373	beta_lactam
gb|WP_104009853.1|ARO:3005796|OXA-575	beta_lactam__OXA-214	beta_lactam
gb|WP_070064536.1|ARO:3005766|OXA-537	beta_lactam__OXA-237	beta_lactam
gb|WP_150823468.1|ARO:3005461|EBR-3	beta_lactam__EBR-1	beta_lactam
gb|WP_164461285.1|ARO:3006277|ACT-83	beta_lactam__ACT-16	beta_lactam
gb|WP_064511492.1|ARO:3006472|FOX-14	beta_lactam__FOX-5	beta_lactam
gb|WP_016140427.1|ARO:3006312|ADC-137	beta_lactam__ADC-16	beta_lactam
gb|WP_102607458.1|ARO:3006342|ADC-170	beta_lactam__ADC-77	beta_lactam
gb|WP_160164837.1|ARO:3006399|ADC-230	beta_lactam__ADC-77	beta_lactam
gb|WP_086394244.1|ARO:3006423|ADC-253	beta_lactam__ADC-22	beta_lactam
gb|WP_168247877.1|ARO:3005657|CTX-M-234	beta_lactam__CTX-M-123	beta_lactam
gb|WP_086979105.1|ARO:3005668|GOB-19	beta_lactam__GOB-11	beta_lactam
gb|WP_104009841.1|ARO:3006622|PDC-244	beta_lactam__PDC-5	beta_lactam
gb|WP_109791199.1|ARO:3006641|PDC-265	beta_lactam__PDC-7	beta_lactam
gb|WP_111672903.1|ARO:3006663|PDC-291	beta_lactam__PDC-10	beta_lactam
gb|WP_148044442.1|ARO:3006720|PDC-350	beta_lactam__PDC-7	beta_lactam
gb|WP_053872444.1|ARO:3005860|OXA-639	beta_lactam__OXA-446	beta_lactam
gb|WP_109545115.1|ARO:3005836|OXA-615	beta_lactam__OXA-447	beta_lactam
gb|QSX93374.1|ARO:3007126|ROB-12	beta_lactam__ROB-1	beta_lactam
gb|WP_024916334.1|ARO:3006090|OXA-902	beta_lactam__OXA-50	beta_lactam
gb|WP_130202201.1|ARO:3005517|VIM-69	beta_lactam__VIM-7	beta_lactam
gb|WP_122630837.1|ARO:3006458|CMY-159	beta_lactam__CMY-98	beta_lactam
gb|WP_156404645.1|ARO:3006858|CMH-6	beta_lactam__CMH-1	beta_lactam
gb|APC23883.1|ARO:3005219|CMY-144	beta_lactam__CMY-59	beta_lactam
gb|WP_136512098.1|ARO:3006007|OXA-807	beta_lactam__OXA-23	beta_lactam
gb|WP_136512099.1|ARO:3006008|OXA-808	beta_lactam__OXA-23	beta_lactam
gb|QBQ03037.1|ARO:3005160|OXA-812	beta_lactam__OXA-103	beta_lactam
gb|WP_086264536.1|ARO:3006029|OXA-832	beta_lactam__OXA-421	beta_lactam
gb|WP_068981608.1|ARO:3006281|ADC-101	beta_lactam__ADC-39	beta_lactam
gb|WP_068981611.1|ARO:3006284|ADC-104	beta_lactam__ADC-5	beta_lactam
gb|WP_001211233.1|ARO:3006326|ADC-152	beta_lactam__ADC-77	beta_lactam
gb|WP_088245227.1|ARO:3006331|ADC-157	beta_lactam__ADC-25	beta_lactam
gb|WP_002046804.1|ARO:3006339|ADC-167	beta_lactam__ADC-75	beta_lactam
gb|WP_150823460.1|ARO:3006377|ADC-208	beta_lactam__ADC-16	beta_lactam
gb|WP_060454527.1|ARO:3006383|ADC-214	beta_lactam__ADC-77	beta_lactam
gb|WP_156404644.1|ARO:3006390|ADC-221	beta_lactam__ADC-41	beta_lactam
gb|WP_176673601.1|ARO:3006405|ADC-236	beta_lactam__ADC-77	beta_lactam
gb|WP_031976577.1|ARO:3006416|ADC-246	beta_lactam__ADC-79	beta_lactam
gb|WP_063857812.1|ARO:3006436|ADC-63	beta_lactam__ADC-6	beta_lactam
gb|WP_140423313.1|ARO:3005864|OXA-644	beta_lactam__OXA-211	beta_lactam
gb|WP_128268271.1|ARO:3005976|OXA-772	beta_lactam__OXA-341	beta_lactam
gb|WP_136512089.1|ARO:3005998|OXA-798	beta_lactam__OXA-341	beta_lactam
gb|WP_152315476.1|ARO:3006055|OXA-863	beta_lactam__OXA-259	beta_lactam
gb|WP_152315491.1|ARO:3006070|OXA-878	beta_lactam__OXA-338	beta_lactam
gb|WP_063861000.1|ARO:3005707|OXA-114g	beta_lactam__OXA-114a	beta_lactam
gb|WP_136512073.1|ARO:3005711|OXA-114k	beta_lactam__OXA-114a	beta_lactam
gb|WP_111976052.1|ARO:3006255|ACT-60	beta_lactam__ACT-17	beta_lactam
gb|WP_023271137.1|ARO:3005327|OXA-672	beta_lactam__OXA-286	beta_lactam
gb|WP_150823484.1|ARO:3006695|PDC-326	beta_lactam__PDC-7	beta_lactam
gb|WP_164461296.1|ARO:3006762|PDC-392	beta_lactam__PDC-3	beta_lactam
gb|WP_087093762.1|ARO:3005677|GOB-28	beta_lactam__GOB-1	beta_lactam
gb|WP_099156053.1|ARO:3005628|CTX-M-205	beta_lactam__CTX-M-78	beta_lactam
gb|WP_024567831.1|ARO:3005675|GOB-26	beta_lactam__GOB-13	beta_lactam
gb|QYZ75849.1|ARO:3007102|KPC-93	beta_lactam__KPC-2	beta_lactam
gb|WP_063860834.1|ARO:3006950|MAL-2	beta_lactam__CKO-1	beta_lactam
gb|WP_128268279.1|ARO:3005989|OXA-786	beta_lactam__OXA-460	beta_lactam
gb|WP_148044416.1|ARO:3005487|IMP-82	beta_lactam__IMP-9	beta_lactam
gb|WP_109545082.1|ARO:3005854|OXA-633	beta_lactam__OXA-466	beta_lactam
gb|WP_085562389.1|ARO:3006909|CfiA17	beta_lactam__CcrA beta-lactamase	beta_lactam
gb|WP_085562390.1|ARO:3006913|CfiA21	beta_lactam__CcrA beta-lactamase	beta_lactam
gb|WP_078703439.1|ARO:3005680|GOB-31	beta_lactam__GOB-7	beta_lactam
gb|WP_128268236.1|ARO:3006469|DHA-28	beta_lactam__DHA-13	beta_lactam
gb|WP_014882211.1|ARO:3006247|ACT-52	beta_lactam__ACT-28	beta_lactam
gb|WP_156404647.1|ARO:3006461|CMY-169	beta_lactam__CMY-48	beta_lactam
gb|WP_068981614.1|ARO:3006287|ADC-107	beta_lactam__Acinetobacter baumannii AmpC beta-lactamase	beta_lactam
gb|WP_004840559.1|ARO:3006300|ADC-123	beta_lactam__ADC-6	beta_lactam
gb|WP_014207272.1|ARO:3006323|ADC-149	beta_lactam__ADC-22	beta_lactam
gb|WP_005138362.1|ARO:3006328|ADC-154	beta_lactam__ADC-5	beta_lactam
gb|WP_005128228.1|ARO:3006329|ADC-155	beta_lactam__ADC-3	beta_lactam
gb|WP_059247009.1|ARO:3006353|ADC-184	beta_lactam__Acinetobacter baumannii AmpC beta-lactamase	beta_lactam
gb|WP_039211240.1|ARO:3006385|ADC-216	beta_lactam__ADC-58	beta_lactam
gb|WP_086262823.1|ARO:3006406|ADC-237	beta_lactam__ADC-5	beta_lactam
gb|WP_021511005.1|ARO:3006418|ADC-248	beta_lactam__ADC-6	beta_lactam
gb|WP_204376223.1|ARO:3006426|ADC-256	beta_lactam__ADC-39	beta_lactam
gb|WP_001211232.1|ARO:3006432|ADC-52	beta_lactam__ADC-2	beta_lactam
gb|WP_001211221.1|ARO:3006445|ADC-88	beta_lactam__ADC-75	beta_lactam
gb|WP_160164834.1|ARO:3006396|ADC-227	beta_lactam__ADC-30	beta_lactam
gb|WP_109545113.1|ARO:3005839|OXA-618	beta_lactam__OXA-447	beta_lactam
gb|WP_114166683.1|ARO:3006368|ADC-199	beta_lactam__ADC-79	beta_lactam
gb|WP_122630828.1|ARO:3005501|VIM-53	beta_lactam__VIM-2	beta_lactam
gb|WP_031694184.1|ARO:3006095|OXA-908	beta_lactam__OXA-50	beta_lactam
gb|WP_101150415.1|ARO:3005931|OXA-726	beta_lactam__OXA-724	beta_lactam
gb|WP_148044465.1|ARO:3006749|PDC-379	beta_lactam__PDC-5	beta_lactam
gb|WP_204378708.1|ARO:3006839|PDC-473	beta_lactam__PDC-7	beta_lactam
gb|WP_085562421.1|ARO:3005789|OXA-565	beta_lactam__OXA-23	beta_lactam
gb|WP_136512097.1|ARO:3006006|OXA-806	beta_lactam__OXA-23	beta_lactam
gb|WP_005405613.1|ARO:3006013|OXA-814	beta_lactam__OXA-23	beta_lactam
gb|WP_026444036.1|ARO:3006015|OXA-816	beta_lactam__OXA-103	beta_lactam
gb|WP_057061999.1|ARO:3006019|OXA-821	beta_lactam__OXA-417	beta_lactam
gb|WP_063864208.1|ARO:3005746|OXA-516	beta_lactam__OXA-98	beta_lactam
gb|WP_122630885.1|ARO:3005890|OXA-683	beta_lactam__OXA-408	beta_lactam
gb|WP_122630910.1|ARO:3005925|OXA-718	beta_lactam__OXA-208	beta_lactam
gb|WP_128268242.1|ARO:3005947|OXA-743	beta_lactam__OXA-65	beta_lactam
gb|WP_128268272.1|ARO:3005977|OXA-773	beta_lactam__OXA-259	beta_lactam
gb|WP_128268276.1|ARO:3005984|OXA-781	beta_lactam__OXA-338	beta_lactam
gb|WP_136512090.1|ARO:3005999|OXA-799	beta_lactam__OXA-431	beta_lactam
gb|WP_152315478.1|ARO:3006057|OXA-865	beta_lactam__OXA-341	beta_lactam
gb|WP_152315498.1|ARO:3006077|OXA-885	beta_lactam__OXA-208	beta_lactam
gb|WP_054448427.1|ARO:3005703|OXA-114c	beta_lactam__OXA-114a	beta_lactam
gb|WP_026382828.1|ARO:3005709|OXA-114i	beta_lactam__OXA-114a	beta_lactam
gb|WP_136512074.1|ARO:3005714|OXA-114n	beta_lactam__OXA-114a	beta_lactam
gb|WP_136512077.1|ARO:3005718|OXA-114s	beta_lactam__OXA-114a	beta_lactam
gb|WP_109545071.1|ARO:3005340|OXA-649	beta_lactam__OXA-253	beta_lactam
gb|WP_150823476.1|ARO:3006039|OXA-845	beta_lactam__OXA-215	beta_lactam
gb|WP_063864184.1|ARO:3005742|OXA-512	beta_lactam__OXA-58	beta_lactam
gb|WP_109791184.1|ARO:3005264|TEM-233	beta_lactam__TEM-122	beta_lactam
gb|WP_114699266.1|ARO:3005934|OXA-729	beta_lactam__OXA-55	beta_lactam
gb|WP_101360689.1|ARO:3005673|GOB-24	beta_lactam__GOB-1	beta_lactam
gb|WP_078395323.1|ARO:3005690|GOB-41	beta_lactam__GOB-1	beta_lactam
gb|WP_168247891.1|ARO:3006775|PDC-405	beta_lactam__PDC-80	beta_lactam
gb|WP_063865157.1|ARO:3006213|VEB-17	beta_lactam__VEB-5	beta_lactam
gb|WP_156404663.1|ARO:3006219|VEB-24	beta_lactam__VEB-6	beta_lactam
gb|WP_063860833.1|ARO:3006949|MAL-1	beta_lactam__CKO-1	beta_lactam
gb|WP_045269678.1|ARO:3006246|ACT-51	beta_lactam__ACT-28	beta_lactam
gb|WP_094935119.1|ARO:3006252|ACT-57	beta_lactam__ACT-29	beta_lactam
gb|WP_063859588.1|ARO:3006854|CMH-2	beta_lactam__CMH-1	beta_lactam
gb|WP_045295573.1|ARO:3006855|CMH-3	beta_lactam__CMH-1	beta_lactam
gb|WP_068981610.1|ARO:3006283|ADC-103	beta_lactam__ADC-6	beta_lactam
gb|WP_005109685.1|ARO:3006298|ADC-121	beta_lactam__ADC-25	beta_lactam
gb|WP_032068214.1|ARO:3006336|ADC-164	beta_lactam__ADC-25	beta_lactam
gb|WP_003112187.1|ARO:3006360|ADC-191	beta_lactam__ADC-74	beta_lactam
gb|WP_145850033.1|ARO:3006365|ADC-196	beta_lactam__ADC-79	beta_lactam
gb|WP_031960999.1|ARO:3006391|ADC-222	beta_lactam__Acinetobacter baumannii AmpC beta-lactamase	beta_lactam
gb|WP_001211199.1|ARO:3006413|ADC-243	beta_lactam__ADC-2	beta_lactam
gb|WP_001211200.1|ARO:3006419|ADC-249	beta_lactam__ADC-79	beta_lactam
gb|WP_004739487.1|ARO:3006428|ADC-32	beta_lactam__ADC-2	beta_lactam
gb|WP_068981618.1|ARO:3006443|ADC-86	beta_lactam__ADC-15	beta_lactam
gb|WP_068981629.1|ARO:3006455|ADC-98	beta_lactam__ADC-6	beta_lactam
gb|OOS22656.1|ARO:3005074|ROB-4	beta_lactam__ROB-1	beta_lactam
gb|WP_047052637.1|ARO:3006250|ACT-55	beta_lactam__ACT-17	beta_lactam
gb|WP_132038428.1|ARO:3006404|ADC-235	beta_lactam__ADC-5	beta_lactam
gb|WP_001159761.1|ARO:3006348|ADC-176	beta_lactam__ADC-79	beta_lactam
gb|WP_099156055.1|ARO:3006232|ACC-7	beta_lactam__ACC-2	beta_lactam
gb|WP_070210118.1|ARO:3005873|OXA-658	beta_lactam__OXA-447	beta_lactam
gb|WP_114699279.1|ARO:3005875|OXA-660	beta_lactam__OXA-460	beta_lactam
gb|WP_065159032.1|ARO:3006550|PDC-170	beta_lactam__PDC-8	beta_lactam
gb|WP_148044431.1|ARO:3006708|PDC-339	beta_lactam__PDC-7	beta_lactam
gb|WP_148044437.1|ARO:3006715|PDC-345	beta_lactam__PDC-3	beta_lactam
gb|WP_179284380.1|ARO:3006809|PDC-441	beta_lactam__PDC-7	beta_lactam
gb|WP_197749413.1|ARO:3005291|PDC-464	beta_lactam__PDC-3	beta_lactam
gb|WP_197749415.1|ARO:3006832|PDC-466	beta_lactam__PDC-3	beta_lactam
gb|WP_109545111.1|ARO:3005834|OXA-613	beta_lactam__OXA-446	beta_lactam
gb|WP_002936877.1|ARO:3005844|OXA-623	beta_lactam__OXA-448	beta_lactam
gb|WP_126205827.1|ARO:3005988|OXA-785	beta_lactam__OXA-465	beta_lactam
gb|WP_078723747.1|ARO:3005546|BlaB-32	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|WP_085562387.1|ARO:3006916|CfiA24	beta_lactam__CcrA beta-lactamase	beta_lactam
gb|WP_047034183.1|ARO:3005691|GOB-42	beta_lactam__GOB-4	beta_lactam
gb|WP_045183849.1|ARO:3005697|GOB-49	beta_lactam__GOB-7	beta_lactam
gb|WP_114699276.1|ARO:3005874|OXA-659	beta_lactam__OXA-451	beta_lactam
gb|WP_052800105.1|ARO:3005818|OXA-597	beta_lactam__OXA-451	beta_lactam
gb|WP_109545098.1|ARO:3005820|OXA-599	beta_lactam__OXA-450	beta_lactam
gb|WP_109545114.1|ARO:3005838|OXA-617	beta_lactam__OXA-447	beta_lactam
gb|WP_016852290.1|ARO:3001582|OXA-396	beta_lactam__OXA-50	beta_lactam
gb|WP_150823477.1|ARO:3006042|OXA-849	beta_lactam__OXA-50	beta_lactam
gb|WP_164461292.1|ARO:3006094|OXA-907	beta_lactam__OXA-50	beta_lactam
gb|WP_099156052.1|ARO:3005791|OXA-567	beta_lactam__OXA-163	beta_lactam
gb|WP_071593227.1|ARO:3005767|OXA-538	beta_lactam__OXA-162	beta_lactam
gb|WP_085562403.1|ARO:3005771|OXA-547	beta_lactam__OXA-48	beta_lactam
gb|WP_140423320.1|ARO:3006024|OXA-827	beta_lactam__OXA-10	beta_lactam
gb|WP_102607463.1|ARO:3005326|OXA-571	beta_lactam__OXA-444	beta_lactam
gb|WP_085562418.1|ARO:3005788|OXA-564	beta_lactam__OXA-417	beta_lactam
gb|WP_140423315.1|ARO:3005337|OXA-647	beta_lactam__OXA-335	beta_lactam
gb|WP_122630860.1|ARO:3005886|OXA-678	beta_lactam__OXA-270	beta_lactam
gb|WP_136512096.1|ARO:3006005|OXA-805	beta_lactam__OXA-305	beta_lactam
gb|QBQ03043.1|ARO:3005159|OXA-818	beta_lactam__OXA-23	beta_lactam
gb|WP_150823473.1|ARO:3006035|OXA-841	beta_lactam__OXA-270	beta_lactam
gb|WP_150823474.1|ARO:3006037|OXA-843	beta_lactam__OXA-270	beta_lactam
gb|WP_058061931.1|ARO:3005728|OXA-497	beta_lactam__OXA-91	beta_lactam
gb|WP_122630886.1|ARO:3005891|OXA-684	beta_lactam__OXA-408	beta_lactam
gb|WP_122630892.1|ARO:3005897|OXA-690	beta_lactam__OXA-106	beta_lactam
gb|WP_122630899.1|ARO:3005904|OXA-697	beta_lactam__OXA-408	beta_lactam
gb|WP_122630919.1|ARO:3005918|OXA-711	beta_lactam__OXA-98	beta_lactam
gb|WP_122630854.1|ARO:3005940|OXA-735	beta_lactam__OXA-429	beta_lactam
gb|WP_128268240.1|ARO:3005945|OXA-741	beta_lactam__OXA-65	beta_lactam
gb|WP_128268241.1|ARO:3005946|OXA-742	beta_lactam__OXA-65	beta_lactam
gb|WP_128268244.1|ARO:3005949|OXA-745	beta_lactam__OXA-71	beta_lactam
gb|WP_128268245.1|ARO:3005950|OXA-746	beta_lactam__OXA-106	beta_lactam
gb|WP_128268262.1|ARO:3005967|OXA-763	beta_lactam__OXA-338	beta_lactam
gb|WP_128268275.1|ARO:3005980|OXA-776	beta_lactam__OXA-346	beta_lactam
gb|WP_128268277.1|ARO:3005985|OXA-782	beta_lactam__OXA-431	beta_lactam
gb|WP_152315472.1|ARO:3006051|OXA-859	beta_lactam__OXA-338	beta_lactam
gb|WP_152315480.1|ARO:3006059|OXA-867	beta_lactam__OXA-91	beta_lactam
gb|WP_152315484.1|ARO:3006063|OXA-871	beta_lactam__OXA-65	beta_lactam
gb|WP_152315500.1|ARO:3006079|OXA-887	beta_lactam__OXA-106	beta_lactam
gb|WP_086261538.1|ARO:3006119|OXA-939	beta_lactam__OXA-338	beta_lactam
gb|WP_049058560.1|ARO:3005705|OXA-114e	beta_lactam__OXA-114a	beta_lactam
gb|WP_136512075.1|ARO:3005716|OXA-114q	beta_lactam__OXA-114a	beta_lactam
gb|WP_136512078.1|ARO:3005719|OXA-114t	beta_lactam__OXA-114a	beta_lactam
gb|WP_136512081.1|ARO:3005722|OXA-114w	beta_lactam__OXA-114a	beta_lactam
gb|WP_063864112.1|ARO:3005343|OXA-499	beta_lactam__OXA-255	beta_lactam
gb|WP_063864194.1|ARO:3005743|OXA-513	beta_lactam__OXA-455	beta_lactam
gb|WP_136512083.1|ARO:3005990|OXA-787	beta_lactam__OXA-364	beta_lactam
gb|WP_140423318.1|ARO:3005344|OXA-825	beta_lactam__OXA-255	beta_lactam
gb|WP_150823471.1|ARO:3006033|OXA-839	beta_lactam__OXA-114a	beta_lactam
gb|WP_122630857.1|ARO:3005883|OXA-675	beta_lactam__OXA-392	beta_lactam
gb|WP_150823491.1|ARO:3005283|PDC-384	beta_lactam__PDC-93	beta_lactam
gb|WP_016162389.1|ARO:3005329|OXA-673	beta_lactam__OXA-286	beta_lactam
